id	date	newsorgs	title	keywords	maintext
1100401.20201128	20201128	동아일보	[사설]미국 편 서지 말라 압박하며 한한령 쥐고 흔드는 중국	미국,압박,한한령,중국,중국,외교,부장,3일,방한,귀국,부장,일정,한국,대통령,국회의장,대표,전직,여당,회담,외교,장관,25분,지각,결례,방한,계기,양국,협력,방안,논의,중국,한한령,限韓令,한류,금지령,해제,핵심,현안,진전,부장,방한,목적,미국,정권,교체기,탐색,주변국,분위기,외교,관리,중국,양국,합의,10개,열거,핵심,의제,부장,방한,시진핑,국가주석,통제,코로나19,완전,조건,사드,THAAD,고도미사일방어체계,처리,철수,압박,보복,조치,요청,한한령,해제,지속,소통,희망,중국,그간,미국,트럼프,행정부,방위,공세,시대,긴장,관측,지배적,중국,미국,동맹,한국,일본,반중,反中,전선,주변국,외교,경제,통합,강조,미국,중국,정보,기업,퇴출,이니셔티브,글로벌,데이터,안보,동참,요청,바이든,시대,미중,예단,규범,가치,국제주의,트럼프,시절,무역전쟁,방식,제도,포위망,중국,가능성,민주주,정상회의,가치,연대,구상,한국,선택,기로,부장,세계,미국,한국,미국,압박,동아시아,중국,자국,거대,시장,접근,치졸,외교,중국,자리,중국,방한,황제,칙사,얘기,중국	왕이 중국 외교부장이 어제 2박 3일의 방한을 마치고 귀국했다. 왕 부장은 짧은 일정에도 한국 대통령부터 국회의장, 전직 여당 대표까지 두루 만났다. 한중 외교장관 회담에 25분이나 지각하는 결례도 범했다. 그의 방한을 계기로 양국 간엔 폭넓은 협력 방안이 논의됐다지만 중국의 한한령(限韓令 한류 금지령) 해제 같은 핵심 현안에서는 아무런 진전이 없었다...
1100101.202011232	20201123	경향신문	[사설]구글의 수수료 전격 유예, ‘갑질 방지법’ 회피 꼼수 안 된다	구글,유예,수수료,전격,갑질,방지법,회피,꼼수,구글,신규,응용프로그램,자사,장터,구글플레이,수수료,30%,결제,강제,정책,적용,시점,내년,9월,전격,연기,국회,전기,통신,사업,개정,구글,인앱결제,IAP,무력화,방안,강구,대응책,경쟁,업체,애플,수수료,30%,15%,구글,시점,이날,적용,수수료,강제,방침,철회,인앱결제,자체,앱장터,콘텐츠,이용료,각국,신용,카드,결제,이동,통신사,소액,결제,지불,방식,구글,게임,수수료,30%,적용,내년,확대,그동안,게임,콘텐츠,수수료,이미지,이용자,입지,태도,통행세,부과,공짜,미끼,시장,지배,전면,유료,마각,비판,구글,한국,인앱결제,6조,수수료,대상,확대,2조,정도,추산,구글,콘텐츠,수익,비용,부담,소비자,전가,구글,기준,앱장터,71%,장악,독점,지위,점유율,10.6%,애플,애플,100만,수익금,달러,11억,수수료,30%,15%,코로나19,사태,고통,중소,개발사,중소,지원,구글,외면,구글,한국,해외진출,생각,방침,인앱,결제,강제,적용,시점,연기,애플,중소개발자,수수료,대안,구글,갑질,국회,논의,전기,통신,사업,개정,국민의힘,의원,구글,규제,자유무역협정,FTA,저촉,신중론,국민,구글,시장,지배력,남용,동참,구글,독점,폐해,한류,콘텐츠,기회,세계,진출,대책	구글이 23일 신규 앱(응용프로그램)에 대해 무조건 자사 장터(구글플레이) 안에서 수수료 30%를 내고 결제하도록 강제하려는 정책의 적용 시점을 내년 1월20일에서 9월 말로 전격 연기했다. 국회가 전기통신사업법 개정을 통해 구글의 인앱결제(IAP)를 무력화하는 방안을 강구하자 서둘러 대응책을 내놓은 것이다. 게다가 경쟁업체 애플은 수수료를 30%에서 ..
1100611.20201014	20201014	서울신문	[사설] 中 언론 네티즌, BTS 발언 생트집 도 넘었다	언론,네티즌,생트집,BTS,발언,애국주의,BTS,비난,기품,배려심,신뢰,한국,미국,양국,한국전쟁,고난,역사,언급,방탄소년단,BTS,벤플리트상,수상,소감,중국,네티즌,격앙,희생,중국,군인,존중,중국,모욕,민족주의,국수주,성향,환구시보,객관성,상실,BTS,중국,네티즌,팬들,감정,중국,네티즌,감정,생트집,어안,따름,한미친선,설립,단체,코리아소사이어티,한미우호,증진,공로,BTS,수상자,선정,BTS,리더,RM,수상,소감,70주년,한국전쟁,역사,언급,국제,정치,의미,부여,BTS,그동안,유엔,총회,초청,연설,인류평화,특별,강조,사실,중국인들,중국,네티즌,언론,중국,모욕,운운,탈퇴,운동,이해,편협,자국중심주의,애국주의,한국전쟁,항미원조,抗美援朝,미국,북한,전쟁,주장,역사관,자체,생각,자신,주장,반영,생각,굴복,발상,사드,보복,한한령,중국,핵심이익,운운,세계,각국,상대,치졸,보복극,해제,한령,기업,문화,제약,중국,한류,열풍,찬물,중국,네티즌,탈퇴,BTS,한국,제품,불매,운동,거론,삼성전자,현대자동차,휠라,BTS,제품,BTS,판매,중단,BTS,활용,마케팅,활동,중단,상황,중국,미국,어깨,반열,국가,제국주의,침탈,역사,중국,정도,굴기,이웃국가,축하,중국,G2,기품,배려심,시진핑,국가주석,지도자들,국제회의,기회,대국,책임,강조,진정성,부족,주장,이웃,친구,겁박,신뢰	한국과 미국 양국이 함께 겪었던 한국전쟁이라는 고난의 역사를 언급한 방탄소년단(BTS)의 ‘벤플리트상’ 수상 소감에 대해 일부 중국 네티즌들이 격앙하고 있다고 한다. 당시 함께 희생된 수많은 중국 군인을 존중하지 않는 등 중국을 모욕했다는 것이다. 민족주의를 넘어 국수주의 성향이 다분한 ‘환구시보’는 객관성을 상실한 채 “BTS가 중국 네티즌과 팬들의 ..
1100611.20201007	20201007	서울신문	[사설] BTS 병역특례, 형평성 공정성 해쳐선 안 돼	BTS,병역,특례,형평성,공정성,한국,대중음악,케이팝,신화,방탄소년단,BTS,병역특례,논란,최고위원,노웅래,더불어민주당,최고,위원,라디오,방송,체육인,예술인,과학기술인,적용,병역특례제도,BTS,국익,기여,대중문화예술인들,제공,주장,의원,최고,국방,의무,사명,BTS,병역,특례,공론화,병역특례,국가경쟁력,병역,산업체,전문연구요,산업기능요원,대체복무,일정,기간,대체,복무,병역,인정,제도,6인,남성,아이돌,그룹,BTS,병역특례,대상,BTS,빌보드,경제,파급,효과,한류,전파,가치,국위,선양,추정,정도,반대,기류,후보,김종철,정의당,대표,본인들,병역,이행,수차례,청년,형평성,제기,불필요,논란,반대,의원,전용기,민주당,지난달,대중문화,예술인,병역,연기,가능,병역법,개정안,발의,정부,난색,인구감소,병역,자원,부족,병역특례제도,축소,폐지,정부,방침,국민들,병역,의무,이행,형평성,공정성,최대,잣대,특정인,병역,의무,이행,극도,추미애,법무부,장관,아들,의혹,논란,방증,아시안,게임,손흥민,선수,축구대표팀,병역,특례,대상,BTS,병역,특례,주장,제기,여론,무산,BTS,병역특례,무리,추진,역풍,병역,특례,논의,BTS,활동,걸림돌,사회,공정	한국 대중음악(케이팝)의 신화를 쓰고 있는 방탄소년단(BTS)의 병역특례 문제가 또 논란이다. 노웅래 더불어민주당 최고위원은 어제 한 라디오 방송에서 “체육인, 예술인, 과학기술인에게 적용되는 병역특례제도를 BTS 등 국익 기여도가 높은 대중문화예술인들에게도 제공해야 한다”고 주장했다. 노 의원은 전날 최고위원회의에서도 “국방의 의무는 사명이지만 모두가..
1101101.20201006	20201006	한국일보	[한국일보 사설] BTS 병역특례 논란, 공론화로 풀자	논란,BTS,병역,특례,공론화,풀자,최고위원,노웅래,더불어민주당,최고,위원,K팝,역사,방탄소년단,BTS,병역특례,공론화,제안,이날,최고,위원,회의,BTS,빌보드,1조,000억,효과,경제,파급,한류,전파,가치,국위,선양,추정,논의,BTS,멤버,전원,대상자,현역,복무,2년,입대,공론화,적기,적용,병역,특례,확대,형평성,공정성,논란,찬성,BTS,음악,성취,K팝,한류,확산,영향력,복무,병역,특례,혜택,국익,도움,주장,국제,콩쿠르,입상자,예술,체육요원,병역,면제,대중예술인,대상,제외,형평성,제기,반론,병역,브로커,결탁,성격,장애,어깨탈골,일반,입장,이해,사유,병역면제,연예인,입대,불성실,복무,태도,공분,연예인들,적발,오래전,인구,감소,병역,자원,부족,감안,정부,박사,전문연구요,산업기능요원,특례,요원,5년,감축,계획,국위,선양,문화,창달,예체능,분야,병역,특례,명분,BTS,대상자,등장,논란,형평,제기,논란,조변석개,여론,결정,노릇,여당,전문가,문화예술공적,심의위,판단,객관성,공정성,해소,입장,병역법,개정,협의체,만큼,여야,구성,논의,생각,차제,정부,정치권,공론화,병역,특례,대상,합리적,마련	노웅래 더불어민주당 최고위원이 K팝의 역사를 새로 쓰고 있는 방탄소년단(BTS)에 대한 병역특례 문제를 공론화하자고 5일 제안했다. 그는 이날 최고위원회의에서 “BTS는 빌보드 1위로 1조7,000억원의 경제 파급 효과를 냈고, 한류 전파와 국위 선양 가치는 추정조차 할 수 없다”며 논의를 이끌어가겠다는 뜻을 분명히 했다. BTS 멤버 6명 전원이 현역..
1100101.202009291	20200929	경향신문	[사설]앱 수수료 30% 강행하는 구글 ‘독점 폭리’ 막을 방법 찾아야	강행,수수료,30%,폭리,구글,독점,방법,구글,내년,장터,자체,애플리케이션,결제,금액,30%,수수료,그간,게임,제외,음악,웹툰,별도,결제,허용,내년,장터,구글플레이,인앱결제,IAP,구글플레이,인앱결제,외부,별도,결제,수단,업체들,비상,구글,생태계,한국,디지털,콘텐츠,생태,지원,최대,규모,크리에이트,K-reate,프로그램,한국,변경,수수료,방침,비판,의식,행보,모양새,콘텐츠,업계,강제,통행세,반발,5조,결제,구글플레이,시장,점유,63.4%,지배적,위치,무게감,네이버,카카오,자체,결제,이익,멜론,추가,수수료,처지,구글,안드로이드,기기,삼성,갤럭시스토어,장터,결제,해명,구글플레이,앱시장,차지,비중,명분,실효,규제당국,구글,인앱결제,경쟁,저해,소비자,권익,침해,소비자,보호,우선,수수료,부담,콘텐츠,업체,소비자,판매,전가,콘텐츠,가격,공산,외국,기업,배척,수구,태도,한류,콘텐츠,세계,진출,구글플레이,사실,구글,초기,진입장벽,시장지배력,확보,수수료,소비자,편익,저해,횡포,엄단,스마트폰,혁명,구글,급성장,비결,안드로이드,체제,개방성,시장,장악,시피,폐쇄적,강압적,태도,얼굴,구글코리아,유한회사,등록,외국,기업,그동안,얼마,이익,해외,파악,구글,넷플릭스,무임승차,인터넷,사용료,논란,정부,구글,갑질,단속,정보기술,생태계,발전,실효적,건설적,해법	구글이 내년부터 자체 애플리케이션 장터 내에서는 모든 결제 금액에 30% 수수료를 매기기로 했다. 그간 게임을 제외한 음악 웹툰 등에 별도 결제를 허용해왔지만, 내년부터 앱 장터인 구글플레이에선 무조건 ‘인앱결제(IAP)’를 하도록 한 것이다. 구글플레이에서 인앱결제 대신 외부의 별도 결제수단을 써온 업체들에 비상이 걸렸다. 구글은 29일 “한국 디지털..
1100201.20200921	20200921	국민일보	[사설] BTS 기생충 힘 문화예술저작권 사상 첫 흑자	BTS,문화,예술,저작,사상,흑자,만년,적자,무역수지,우리나라,문화,예술,저작,무역,수지,상반기,흑자,달성,통계,집계,시작,이래,그룹,방탄,소년단,BTS,영화,기생충,한국,문화,예술,경쟁력,세계적,수치,한국은행,무역수지,상반기,문화,예술,저작,무역,수지,달러,930억,흑자,기록,상반기,적자,달러,무역수지,지식,재산,무역,수지,7억,달러,적자,기록,산업재산권,적자폭,심화,대비,결과,문화,예술,저작,분야,저작권,음악,영상,저작,괄목,성장세,BTS,대표,한국,대중음악,기생충,세계,흥행,경쟁력,한류,콘텐츠,수출,결과,반영,해외,저작권,한류,콘텐츠,저작,보호,노력,결실,시작,기생충,한국,영화,역사,시상식,미국,아카데미,작품상,감독상,수상,한국문화,위상,BTS,발매,다이너마이트,싱글,음원,미국,빌보드,싱글,차트,1위,연속,앨범,싱글,차트,석권,아시아,아티스트,정쟁,정치,추락,경제,코로나,우울,사회,분위기,문화,분야,유일,국민,위로,감동,문화,가치,경제,수치,선생,백범,김구,소원,문화,정부,한국문화,세계,지원,문화,경제,저작,강국,건강,저작,생태,한류,콘텐츠,저작,보호	만년 적자였던 우리나라 문화예술저작권 무역수지가 올 상반기 흑자를 달성했다. 관련 통계를 집계하기 시작한 2010년 이래 처음이다. 그룹 방탄소년단(BTS)과 영화 ‘기생충’ 등 한국 문화예술의 경쟁력이 세계적으로 인정받았다고 볼 수 있는 수치다. 지난 18일 한국은행에 따르면 올해 상반기 문화예술저작권 무역수지는 8000만 달러(약 930억원) 흑자를..
1101101.20200902	20200902	한국일보	[한국일보 사설] '빌보드 싱글 1위'로 K팝 새 역사 쓴 BTS	1위,빌보드,싱글,K팝,역사,BTS,보이그룹,방탄,소년단,BTS,미국,지난달,대표,노래,인기,순위,집계,차트,빌보드,1위,차지,싸이,강남스타일,2위,한국,가수,정상,세계,대중음악,지표,60여년,역사,보이그룹,1위,뉴키즈온더블록,그룹,황금,종려,아카데미영화제,작품상,4관왕,기생충,쾌거,BTS,세계적,인기,어제오늘,SNS,소통,아미,army,세계,구축,7인,그룹,2년,앨범,판매량,빌보드,1위,기록,차례,차트,정상,창작,단계,국경,젊은이들,클럽뮤직,추구,노래,실력,발군,소셜미디어,활용,팬덤,마케팅,효과,일본,중국,드라마,선풍,한류,영화,대중음악,주목,중심,과거,아시아,지평,세계,대중문화,주류,미국,유럽,한국,대중문화,세계적,인기,특정,가수,배우,기획사,자랑,국격,한국,방문,관광객,1명,BTS,영향,조사,경제,효과,착안,정부,신한류,이름,육성,계획,가요,드라마,영화,대중문화,한국,문화,전반,한류,콘텐츠,발굴,시너지,효과,뷰티,의료,분야,한국,주목,흐름,과거,정권,민간,역량,홍보,정부,주도,혈세,낭비	보이그룹 방탄소년단(BTS)이 지난달 31일 미국을 대표하는 노래 인기 순위 집계 차트 빌보드 ‘핫 100’에서 1위를 차지했다. 2012년 싸이가 ‘강남스타일’로 2위를 한 적은 있지만 한국 가수가 정상에 오르기는 처음이다. 세계 대중음악의 지표로 불리는 60여년 핫 100 역사를 되짚어봐도 보이그룹이 1위를 한 것은 지금까지 뉴키즈온더블록 등 세 그..
1100501.202009011	20200901	문화일보	<사설>K팝 저력 또 보여준 BTS ‘빌보드 핫 100’ 한국 최초 1위	사설,K팝,저력,BTS,빌보드,한국,1위,7인,그룹,방탄소년단,BTS,K팝,저력,권위,세계,최고,미국,빌보드,대중음악,잡지,BTS,다이너마이트,영어,노래,Dynamite,빌보드,차트,1일,대중가요,척도,세계,인기,차트,정상,한국,차지,한류,韓流,주도,역사,쾌거,성취,회성,배경,의미,BTS,구성원,노래,영어,데뷔,대표,방시혁,빅히트엔터테인먼트,걸출,창의력,세계,겨냥,기획력,조합,세계,대중음악,영역,확장,BTS,발매,타이틀,앨범,타이틀,차트,페이크,러브,Fake,Love,10위,것들,8위,정상,전진,차트,메인,앨범,빌보드,2015년,유어셀프,티어,러브,유어,셀프,Love,tear,2월,오브,Map,soul,4개,정상,아시아,한국,가수,빌보드,127위,이름,이래,싸이,강남,스타일,2012년,2위,연속,차지,세계,전역,선풍,K팝,도전,진화,進化,여정,물론,BTS,방향,제시,국민	7인조 보이 그룹인 방탄소년단(BTS)이 K팝의 저력을 또 보여줬다. 세계 최고 권위를 지닌 미국의 대중음악 잡지 빌보드는 BTS의 영어 노래 ‘다이너마이트(Dynamite)’가 ‘빌보드 핫 100’ 차트 1위에 올랐다고 1일 발표했다. 대중가요의 세계 인기 척도인 해당 차트의 정상을 한국 최초로 차지하며, 한류(韓流)를 주도해온 K팝 역사도 새로 쓴 ..
1100611.20200824	20200824	서울신문	[사설] 시진핑 조기 방한 합의, 할 말은 하는 외교해야	시진핑,조기,방한,합의,외교,한국,중국,코로나19,상황,안정,대로,시진핑,習近平,중국,국가주석,방한,조기,성사,합의,서훈,국가,안보,실장,정치국원,양제츠,중국,공산당,외교,부산,회담,교류,코로나19,대응,협력,고위급,관심,현안,한반도,국제,정세,논의,사람,한반도,평화,필요성,공감,하노이,노딜,교착,상태,남북,중국,역할론,기대감,양국,교류,협력,정상,궤도,회복,공동발표,고고도미사일방어체계,사드,갈등,사실,봉합,상태,회담,계기,한류,대응,중국,한한령,限韓令,해제,주목,주석,방한,한중,성숙,사드,배치,앙금,불편,필수적,갈등,악화일로,남중국해,군사,충돌,가능,상황,정치국원,방한,한국,외교,부담,미국,중국,배제,경제,무역,체제,경제번영네트워크,EPN,한국,동참,압박,중국,겨냥,중거리,핵미사일,한국,배치,추진,중국,다방면,갈등,미중,자신들,입장,설명,한국,최소,중립,중국,요청,해석,한국,외교,전략적,국익,우선,외교,원칙,전략,대응,방한,주석,한국,중국,한국,중국,양보,대미,기준,국익,극대화,방안,강구	한국과 중국이 코로나19 상황이 안정되는 대로 시진핑(習近平) 중국 국가주석의 방한을 조기 성사시키기로 합의했다. 서훈 국가안보실장과 양제츠 중국 공산당 외교담당 정치국원은 그제 부산에서 5시간 50분간 가진 회담에서 △코로나19 대응 협력 △고위급 교류 등 한중 관심 현안 △한반도 문제와 국제 정세 등에 대해 논의했다. 특히 두 사람은 한반도 평화의 ..
